지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2023-03-10,13.5,6.2,456,22.2,1528,,,,,,,6.7,180,1555,3.4,70,756,2.1,1846,5.1,27,1433,62.1,8.8,1008,1019.7,832,1016,1558,1018.2,11.7,9.6,1200,2.5,17.03,,,,,,0,0,11,-1.1,9.3,8.7,8,7.7,7.6,6.5,7.6,11,14.9,3.3,4.7,,
108,2023-03-11,15.2,10.2,659,22.8,1428,,,,,,,11,180,1509,5.6,200,1321,2.4,2085,4.1,20,1316,52,8.3,1010.8,1022.5,928,1019.5,1,1021,11.8,7.6,1200,2.73,16.95,,,,,,5.9,.4,11.9,3.3,10.8,10.1,9.2,8.7,8.2,6.8,7.7,11,14.9,4.3,6.2,1.4,
108,2023-03-12,5.9,.6,2355,12.6,1,6.33,,,,,5.6,13.6,290,2111,7.3,270,1758,3.7,3230,-.1,40,2357,68,6.7,1009.2,1023.3,2331,1017.4,1627,1019.7,11.8,.8,1500,1.03,3.68,,,,,,5.9,4,5.8,-1.2,8.9,8.8,8.8,8.9,8.9,7.1,7.9,11,14.8,1.5,2.2,4.2,
108,2023-03-13,2.9,-1.9,651,7.6,1444,,,,,,,12,290,42,6.5,270,39,3.2,2751,-10.1,22,1224,38.9,3,1011.5,1025.5,705,1019.6,2349,1022.2,11.8,9.8,1200,3.04,20.79,,,,,,3.1,2,4.1,-4.3,6,5.9,6.2,7,7.9,7.4,8,10.9,14.8,3,4.3,,
108,2023-03-14,9.2,3.3,331,15.4,1533,,,,,,,11.7,230,1410,6.5,200,1450,2.9,2470,-2.4,23,1325,45.9,5.3,1007.2,1019.6,1,1015.4,1652,1017.6,11.9,9.1,1300,3.11,19.73,,,,,,3.4,3.3,8.4,-.8,7.6,7,6.7,6.9,7.5,7.4,8.2,10.9,14.8,3.8,5.4,,
108,2023-03-15,8.6,3.5,2400,14.4,1215,,,,,,,12.8,230,1208,6.9,230,1208,3,2555,2.4,33,2223,66.6,7.7,1009.7,1025.7,2349,1017.4,420,1020.1,11.9,1.2,1200,1.47,5.62,,,,,,6.4,6,6.8,-2.5,8,7.7,7.4,7.5,7.8,7.4,8.4,10.9,14.7,1.6,2.3,,
108,2023-03-16,4.6,.4,509,9,1349,,,,,,,8.4,290,1100,4.5,290,1455,2.4,2103,-9.4,19,1135,36.8,3.1,1017.9,1030.8,915,1025.7,1,1028.6,12,6.7,1100,2.97,18.09,,,,,,5.5,0,4.4,-8.2,6.6,6.4,6.5,7,7.7,7.5,8.5,10.9,14.7,3,4.4,,
108,2023-03-17,7.2,.7,652,12.7,1543,,,,,,,5.5,320,4,3.1,250,1721,1.7,1465,-7.9,20,1320,34.3,3.4,1013,1028.7,11,1019.8,1700,1023.6,12,4.4,1100,2.23,13.94,,,,,,8,3,5.4,-5.7,6.7,6.4,6.2,6.7,7.4,7.6,8.6,10.9,14.6,2.8,3.9,,
108,2023-03-18,7.7,2.5,629,14,1532,,,,,,,9.6,270,1657,5.8,270,1617,2.6,2260,-3.8,22,1424,46.4,4.7,1008.4,1020.3,851,1016.6,1559,1018.9,12,9.9,1300,2.94,19.07,,,,,,1.9,.3,8.9,-4.5,7.5,7.1,6.8,7,7.5,7.6,8.6,10.9,14.6,3.3,4.8,,
108,2023-03-19,8.3,2.3,707,15.2,1539,,,,,,,7.5,200,1423,4.3,200,1423,2.1,1850,.2,29,1542,59.6,6.3,1009.2,1022.2,840,1017.5,1705,1019.7,12.1,11.1,1200,3.01,21.25,,,,,,.4,0,10.1,-6.3,8.1,7.6,7.3,7.4,7.7,7.6,8.7,10.9,14.6,3.3,4.8,,
108,2023-03-20,9.5,2.6,704,17.1,1443,,,,,,,5.9,270,1608,3.7,270,1353,1.6,1416,-1.6,23,1404,50.4,5.5,1005.2,1018.4,1,1013,1939,1015.5,12.1,10,1200,3,20.06,,,,,,2.8,.3,10.9,-5.9,8.6,8.2,7.8,7.8,8.1,7.7,8.8,10.9,14.5,3.9,5.5,,
108,2023-03-21,13,5,646,22.2,1627,,,,,,,5.1,250,1734,3.4,250,1743,1.7,1483,-2.9,13,1428,35.1,5,1001.3,1015,33,1008.4,1643,1011.6,12.2,10.8,1200,3.04,21.6,,,,,,1.1,.9,13.1,-3.8,9.7,9.1,8.5,8.4,8.4,7.8,8.8,10.9,14.5,4.6,6.6,,
108,2023-03-22,17,9.2,532,25.1,1425,,,,,,,8.1,320,1655,4.6,320,1703,1.8,1513,4.4,28,1137,44.8,8.6,999.1,1011.9,903,1007,1729,1009.1,12.2,6.2,1200,2.98,16.64,,,,,,6.4,4.9,15.5,.5,11.6,10.8,9.8,9.3,9,8,8.9,10.9,14.5,3.8,5.4,0,
108,2023-03-23,17.4,12.3,2358,23.3,1537,2.92,,,,,0,8.8,270,1635,5.7,250,1624,2.5,2153,6,31,2005,48.9,9.7,996.2,1010.5,2347,1003.6,1448,1006.2,12.2,5.3,1300,2.49,14.5,,,,,,5.6,4.3,16.7,9,13.8,13,11.8,10.9,10,8.2,9,10.9,14.4,4.1,5.9,,
108,2023-03-24,12.5,7.6,633,18.3,1517,,,,,,,6.4,270,2028,3.8,290,154,2.3,1997,-2.1,27,1131,36.8,5.3,1004.4,1018,2319,1010.6,1,1014.7,12.3,6.6,1200,2.44,16.13,,,,,,8,3.4,13.1,.7,12.5,12,11.5,11.2,10.8,8.6,9.1,10.9,14.4,3.5,5,,
108,2023-03-25,12.5,8,635,18.7,1511,,,,,,,7.3,200,1622,4.5,250,1612,2.3,1974,4.6,41,1509,59.9,8.5,1007.2,1019.5,929,1015.3,1633,1017.5,12.3,5.7,1300,2.3,15.13,,,,,,4.1,2,15.3,2.5,12.3,11.8,11.2,11,10.8,8.9,9.2,10.9,14.4,3.1,4.5,,
108,2023-03-26,9.4,4.7,2356,14,1507,,,,,,,11.5,320,1336,5.9,290,1535,3.6,3138,-6.8,16,1350,34,3.9,1006.8,1020.3,2312,1015.4,1535,1017.2,12.4,11.1,1200,3.33,24.36,,,,,,.8,.5,13.6,.7,11.6,11.3,11,11,10.9,9.2,9.4,10.9,14.3,5.4,7.8,,
108,2023-03-27,7.3,1.9,615,14.5,1503,,,,,,,10.8,270,1649,5.6,270,1725,2.3,1985,-4.8,21,1400,44.8,4.4,1011.2,1023.6,2318,1019.5,1443,1021.7,12.4,11.1,1200,3.24,22.88,,,,,,1.1,0,11.8,-8.3,10.2,10,9.9,10.3,10.7,9.4,9.6,10.9,14.3,3.7,5.3,,
108,2023-03-28,9.2,2.8,624,15.7,1527,,,,,,,7.4,270,1440,4.6,270,1446,2.1,1792,-.8,22,1257,53.3,5.8,1013.1,1025.5,952,1021.9,1719,1023.6,12.4,7.4,1200,2.59,18.44,,,,,,2.9,.4,11.6,-5.1,10.3,9.9,9.7,10,10.4,9.5,9.8,11,14.3,3.3,4.8,,
108,2023-03-29,11.8,5.1,549,19.7,1508,,,,,,,7.7,230,1543,4.6,250,1447,1.9,1683,.8,20,1553,50.3,6.5,1011.6,1024.5,759,1019.9,1620,1022,12.5,11,1200,2.96,21.79,,,,,,.3,0,13.8,-4.4,11.1,10.6,10.1,10.1,10.4,9.6,9.9,11,14.2,4.4,6.3,,
108,2023-03-30,13.3,6.4,644,21.2,1604,,,,,,,7.8,270,1447,4.4,250,1314,2.2,1931,0,21,1353,42.5,6.2,1008.9,1021.2,1,1016.6,1718,1019.2,12.5,11.5,1200,3.22,23.58,,,,,,1.1,0,15.3,-3,11.9,11.4,10.8,10.7,10.7,9.7,10,11,14.2,5.1,7.3,,
108,2023-03-31,15,7.5,655,23.9,1537,,,,,,,6.4,250,1844,4.6,290,1930,2.1,1819,1.6,23,1444,42.5,6.9,1007.6,1020,828,1015.3,1646,1017.8,12.6,11.2,1200,3.14,22.99,,,,,,0,0,16.9,-2.1,12.8,12.2,11.5,11.3,11.1,9.8,10.1,11,14.2,5.2,7.4,,
108,2023-04-01,17.5,9.4,646,25.6,1525,,,,,,,7.2,250,1716,4.5,270,1711,1.8,1592,2.8,19,1528,40.4,7.5,1005.5,1017.4,153,1012.5,1646,1015.5,12.6,10.8,1200,3.05,21.48,,,,,,1.8,.9,17.9,.2,13.8,13.1,12.3,12,11.6,10,10.3,11,14.2,5.5,7.8,,
108,2023-04-02,18.8,11.9,617,25.2,1505,,,,,,,9.4,70,847,5.9,70,854,2.4,2063,-.3,16,1253,29.6,6,1008.4,1020.7,2308,1015.8,10,1018.4,12.6,11.7,1200,3.36,24.08,,,,,,.4,.4,19.7,2.2,14.7,14.1,13.2,12.7,12.2,10.2,10.4,11,14.1,6.5,9.3,,
108,2023-04-03,19,11.3,636,25.9,1608,,,,,,,7.8,160,1645,4.3,160,1742,2.3,2022,-.1,16,1720,29.4,6.1,1011.3,1023.4,818,1019,1601,1021.3,12.7,11,1300,3.17,22.95,,,,,,4.1,0,20.1,.8,15.1,14.4,13.6,13.2,12.6,10.5,10.5,11.1,14.1,6.6,9.4,,
108,2023-04-04,17.6,12.7,2352,21.7,1402,5.08,.9,2220,3.1,2138,6.9,10.9,140,2206,6.1,200,1922,2.6,2217,1.3,16,1047,40.4,7.5,1007.7,1021.1,9,1014.6,2357,1017.8,12.7,1.6,1100,1.77,10.78,,,,,,9.1,4.3,18.5,7.9,15.2,14.7,13.9,13.6,13.1,10.7,10.7,11.1,14.1,2.8,4,34.3,
108,2023-04-05,11.9,8.7,2218,14.9,1301,22.5,2.4,1300,9,1210,50.3,10.5,70,110,5.8,50,107,3.4,2975,11.5,90,2338,97.8,13.7,998.2,1014.5,1,1005.2,1444,1008.4,12.8,0,1000,.22,1.56,,,,,,10,8.9,12.5,8.1,13.6,13.4,13.1,13.2,13.2,11,10.8,11.1,14.1,.4,.6,23.3,
108,2023-04-06,8.8,7.4,2355,9.7,1312,19.17,.4,1924,1.5,1902,2.7,7.5,180,5,4.6,250,1813,2.5,2174,7.9,84,1812,94.6,10.7,1000,1012.5,2358,1008.8,353,1010.3,12.8,0,1300,.45,2.15,,,,,,9.8,8.4,10,5.3,12,11.8,11.8,12.2,12.8,11.3,11,11.1,14,.6,.8,2.3,
108,2023-04-07,8.9,4.6,2339,15.7,1404,,,,,,,13.8,200,1614,7,230,1610,2.9,2472,2,36,1836,65,7.3,1003.6,1017.9,2339,1011.5,1612,1014,12.8,10.4,1300,3.21,23.34,,,,,,1.5,1.5,11.9,-.8,11.8,11.5,11.3,11.5,12.1,11.4,11.2,11.2,14,3.7,5.2,,
108,2023-04-08,8.8,3.1,518,14.9,1515,,,,,,,11.9,270,1546,7,290,1159,3.2,2733,-1.4,25,1230,51.1,5.6,1008.1,1020.5,2355,1016.8,529,1018.5,12.9,11.9,1200,3.44,25.74,,,,,,.4,.4,11.7,-3.9,11.1,10.8,10.8,11.4,12.1,11.4,11.4,11.2,14,4.4,6.3,,
108,2023-04-09,10.8,3.5,624,17.8,1431,,,,,,,9.8,270,1538,6,270,1546,2.5,2183,1.9,33,1434,56.8,7,1008.3,1021,52,1016.5,1747,1018.7,12.9,12,1200,3.36,25.54,,,,,,0,0,13.1,-3.6,11.8,11.4,11.1,11.3,11.9,11.4,11.5,11.2,14,4.3,6.2,,
108,2023-04-10,13.2,6.2,526,19.1,1402,,,,,,,10.4,180,1617,6.3,200,1541,2.7,2302,2.5,31,1009,50.8,7.4,1004.3,1018,138,1011.6,2200,1014.5,12.9,10.1,1200,3.14,22.29,,,,,,2.6,1.1,14.1,-2.1,12.6,12.2,11.8,11.8,12.2,11.4,11.6,11.3,14,4.7,6.7,,
108,2023-04-11,13.1,9.2,2356,17.4,928,6.92,2.2,1336,2.6,1254,2.9,18.9,180,932,9.3,180,933,3.6,3101,7.9,43,2350,73.4,11.1,1000.2,1015.1,2355,1007,930,1010.4,13,0,800,.45,2.01,,,,,,6.5,5.6,11,3.6,12.6,12.4,12.1,12.2,12.5,11.4,11.7,11.3,13.9,1.1,1.5,2.9,
108,2023-04-12,10.1,4.8,624,15.3,1520,,,,,,,13,250,1339,7.2,270,1346,2.7,2351,-2.5,17,1258,45.1,5.3,1007,1019.5,2330,1015.2,1,1017.4,13,10.7,1200,3.42,24.87,,,,,,.8,0,11.9,-2.3,11.7,11.4,11.2,11.5,12.1,11.5,11.7,11.3,13.9,4.9,7,,
108,2023-04-13,11.9,5.1,611,17.2,1512,.25,0,,0,,0,6.8,250,1310,3.5,230,1258,1.8,1559,-1.3,18,1431,45,5.7,1006.9,1019.8,826,1014.2,1654,1017.2,13.1,4.4,1000,2.23,16.17,,,,,,5.1,3,11.9,-1.9,11.8,11.5,11.3,11.6,12.1,11.5,11.8,11.4,13.9,3,4.4,0,
108,2023-04-14,16.2,11.9,30,21.3,1515,,,,,,,7.3,290,1638,4.5,290,1643,1.6,1407,7.8,39,1,58.6,10.7,1002.5,1016.3,819,1009.2,2352,1012.5,13.1,3.3,1100,2.33,14.25,,,,,,8.1,5.9,15.1,4.9,13.5,13,12.2,12.1,12.2,11.5,11.8,11.4,13.9,2.8,4,,
108,2023-04-15,13.5,9.3,2359,16.6,1537,3,1.8,1044,3.6,1037,4.6,7.7,270,1726,4.4,250,1356,2.2,1883,10.4,63,1709,81.8,12.6,994.3,1009.3,6,1001.8,1631,1004.4,13.2,2.3,1400,2.08,9.5,,,,,,7.4,6.3,15.8,7.3,14,13.6,13.1,12.9,12.9,11.6,11.9,11.5,13.9,1.5,2.2,4.6,
108,2023-04-16,10.8,7.5,529,16.1,1621,.48,0,,0,,0,11.9,290,1742,6.6,290,1748,2.5,2128,5.4,38,1623,71.4,9,995.2,1010.8,2357,1002.2,207,1005.4,13.2,3.2,1400,2.12,14.45,,,,,,6.9,5.4,12.4,3.5,13.3,13,12.7,12.8,13,11.7,12,11.5,13.9,2.5,3.6,0,
108,2023-04-17,13.1,6.8,541,18.1,1551,,,,,,,6.5,270,1356,4.2,50,2335,2,1725,4.6,36,1610,59,8.5,1004.2,1016.7,1038,1010.8,1,1014.5,13.2,6.1,1000,2.59,17.76,,,,,,6.1,3.6,14.6,-.5,13.2,12.8,12.4,12.5,12.9,11.9,12,11.5,13.8,3.4,4.9,.9,
108,2023-04-18,14,10.7,803,18.4,1726,8.42,.2,,.6,920,1.5,7.9,50,840,5.3,70,805,2.7,2313,9.9,46,132,78.6,12.4,1001,1013.7,1,1009.9,346,1011.2,13.3,3.6,1400,2.74,10.85,,,,,,6.4,5.3,15.7,5.2,14.1,13.7,13.2,13.1,13.2,11.9,12.1,11.6,13.8,1.8,2.6,.6,
108,2023-04-19,19.1,11.5,552,28.4,1628,,,,,,,7.2,70,1006,4.6,270,1815,2.4,2097,11.5,25,1635,66.1,13.7,999,1012.6,17,1005.3,1629,1009,13.3,12.3,1200,3.6,27.82,,,,,,2.3,2.3,21.3,5.1,16.1,15.4,14.3,13.7,13.4,12,12.2,11.6,13.8,5.2,7.4,.5,
108,2023-04-20,15.8,14.5,2256,18.9,1,9.17,.2,,.5,359,.5,8.7,250,235,4.6,250,243,2.4,2083,14.4,81,1,92.1,16.5,999.8,1012,2254,1008.1,1614,1009.9,13.3,0,1000,.66,4.12,,,,,,9.5,9.5,16.1,11,16.6,16.2,15.5,15.1,14.5,12.2,12.3,11.6,13.8,1,1.4,0,
108,2023-04-21,16.7,11.4,621,22.8,1506,,,,,,,8.3,290,1606,4.9,320,1846,2.5,2192,3.9,18,1834,50.4,8.9,1002,1015.5,2349,1010.1,1700,1012,13.4,7.8,1200,3.47,21.05,,,,,,3.8,3.5,19.1,6.2,16.5,16,15.2,14.9,14.6,12.5,12.4,11.7,13.8,5.6,8,,
108,2023-04-22,16.9,12.2,559,22.5,1529,,,,,,,9.5,110,1129,5,50,1248,2.6,2287,-4.7,14,1306,22.9,4.3,1009,1021,2312,1015.5,1,1019.1,13.4,5.6,1200,2.89,21.2,,,,,,7.6,6.9,18.3,4.3,16.1,15.7,15.2,15,14.9,12.7,12.5,11.7,13.8,5.7,8.1,,
108,2023-04-23,16.1,10.7,557,22.1,1347,,,,,,,8,270,1709,4.8,250,1748,2.1,1856,-.1,19,1322,34.1,6.1,1012,1024.4,828,1020.2,1641,1022.2,13.4,4.4,1200,3.32,19.47,,,,,,8,4,16.9,1.7,16.1,15.6,15.1,15,14.9,12.9,12.6,11.8,13.8,5.1,7.3,,
108,2023-04-24,15.8,11.5,2349,21.3,1431,,,,,,,8.8,50,802,5.1,70,818,2.7,2367,2.3,30,1557,40.5,7.3,1011.8,1023.9,914,1019.9,1637,1022,13.5,7.8,1100,2.52,20.31,,,,,,5.8,.8,18.8,2.8,16.5,16,15.4,15.2,15,13.1,12.8,11.8,13.8,4.1,5.8,0,
108,2023-04-25,10.9,9,2244,13.2,1007,13.25,.2,,.4,1218,.4,7.5,110,1109,4.3,140,1115,1.9,1623,5,45,13,68.6,8.9,1004.9,1021.6,16,1011.6,1840,1015.3,13.5,0,1300,.76,5.22,,,,,,9.4,7.5,12,2.1,14.4,14.3,14.4,14.8,15.1,13.2,12.9,11.8,13.8,1.3,1.8,.4,
108,2023-04-26,10.2,7.4,2350,13.5,1508,.58,0,,0,,0,10.3,250,916,5.7,270,841,3.1,2676,4.7,47,1514,69.9,8.6,1003.2,1018.5,2314,1009.6,710,1013.5,13.6,4.1,1400,3.07,15.52,,,,,,4.5,4.1,16.6,0,13.7,13.4,13.4,13.8,14.4,13.4,13,11.9,13.7,2.4,3.5,,
108,2023-04-27,12.9,5.1,610,20,1526,,,,,,,6.8,270,1557,4.2,250,1521,1.9,1674,4.7,26,1750,61.6,8.6,1009.3,1021.3,1047,1018.2,1608,1019.6,13.6,12.2,1200,3.4,26.55,,,,,,.5,0,18.3,-1.9,14.3,13.9,13.5,13.6,14.1,13.3,13.1,11.9,13.7,4.5,6.4,,
108,2023-04-28,15.7,9,613,21.3,1444,2.83,.6,2302,1.7,2251,1.9,9.1,230,1510,5.4,230,1515,2.1,1827,7.7,26,1253,62,10.7,1005.5,1019.5,111,1011.7,2358,1015.6,13.6,8.4,1100,3.28,21.25,,,,,,6.4,4.4,19.9,.5,15.6,15.1,14.4,14.3,14.5,13.3,13.2,11.9,13.7,3.5,5,19.7,
108,2023-04-29,13.2,9.9,2144,15.8,755,13.83,1.6,346,4.9,303,25.1,11.8,230,1658,6.4,270,1739,2.9,2464,11.2,68,1658,88.1,13.6,996.2,1011.7,1,1004.1,1409,1006.3,13.7,.8,1400,1.75,6.04,,,,,,9.6,8.8,15.3,9.5,15.6,15.4,15,15,15,13.4,13.3,12,13.7,1.3,1.8,7.3,
108,2023-04-30,12.7,7.9,430,17.9,1507,2.92,.1,,.1,,.1,11.2,250,1452,5.9,230,1459,3.3,2821,7.4,39,1318,72.9,10.4,999.6,1011.5,2344,1007.7,1635,1009.8,13.7,5.8,1000,2.69,19.71,,,,,,6.1,5.1,16.4,2.6,14.9,14.5,14.2,14.4,14.8,13.5,13.4,12,13.7,3.2,4.5,.1,
108,2023-05-01,14.6,9.8,558,20.8,1623,,,,,,,9.9,250,1224,5.2,270,1338,2.5,2184,4.8,27,1652,57,8.8,1006.7,1021,2354,1011.5,1,1016.8,13.7,11.4,1100,3.45,26.8,,,,,,3,2.6,18.2,3.2,16,15.5,14.9,14.8,14.9,13.6,13.5,12.1,13.7,5.2,7.4,,
108,2023-05-02,16.7,9.1,523,23.7,1552,,,,,,,6.5,320,2024,3.8,230,1628,2.1,1787,2.4,21,1402,40.5,7.3,1011.7,1023.8,943,1020.1,1934,1021.8,13.8,8.2,1200,3.16,21.58,,,,,,6.6,0,16.8,2.7,16.2,15.8,15.2,15.1,15.3,13.7,13.5,12.1,13.7,4.7,6.7,,
108,2023-05-03,19.5,12.4,626,26.2,1509,,,,,,,9,250,1429,4.9,290,1719,2.1,1797,8.6,23,1407,52.5,11.6,1010.1,1022.2,1,1017.7,1630,1020.1,13.8,10.4,1200,3.45,26.2,,,,,,4.5,1.9,22.6,5.7,17.8,17.1,16.2,15.8,15.6,13.8,13.6,12.1,13.7,5.1,7.3,,
108,2023-05-04,21.4,15.6,547,25.8,1435,,,,,,,7.5,110,2157,4.2,140,2216,2.1,1797,14.3,50,1419,65.5,16.3,1002.5,1019.4,2,1007.4,2339,1012.4,13.8,2.5,1200,2.87,16.89,,,,,,7.9,4.6,22.2,10.2,19.2,18.7,17.6,17,16.4,14,13.7,12.2,13.7,3.2,4.5,5.3,
108,2023-05-05,18.4,15.5,2358,21.6,1,22.67,3.7,1539,9.3,1538,30.2,10.4,180,1502,5.5,50,2329,2.5,2186,17.6,61,4,95.3,20.2,992,1007.5,1,999.5,1540,1001.8,13.9,0,1300,.24,1.74,,,,,,10,8,18.5,15.3,18.9,18.6,18,17.6,17.1,14.3,13.8,12.2,13.7,.5,.7,58,
108,2023-05-06,12.6,11.7,838,15.5,1,16.42,2.4,251,9.3,230,47.5,15.9,50,737,8.6,50,745,5.4,4679,10,56,2337,85.6,12.5,996.3,1011,2151,1000.7,317,1006.5,13.9,0,1600,.88,5.42,,,,,,9.3,7.8,13.2,10.2,16,16,16.2,16.6,17.2,14.6,13.9,12.3,13.7,1.7,2.4,14.4,
108,2023-05-07,14.4,11.1,2327,18.6,1635,,,,,,,9.1,110,111,4.8,50,12,2.6,2252,3,36,1658,47.1,7.6,1002.3,1014.9,2352,1010.9,1,1012.5,13.9,2.2,1600,1.56,12.18,,,,,,7.1,5.1,13.9,3.5,15.5,15.2,15,15.4,16.2,15.1,14.6,12.4,13.7,2.9,4.2,,
108,2023-05-08,15.3,7.9,547,22,1340,,,,,,,8.1,250,1636,4.8,270,1639,2.2,1934,5.7,31,1342,55.3,9.2,1006,1017.5,2308,1014.9,1,1016.2,14,12.7,1200,3.62,28.55,,,,,,2.4,0,18.1,2.5,16.1,15.7,15.2,15.3,15.8,15,14.7,12.5,13.7,5.4,7.7,,
108,2023-05-09,17,10,550,24.4,1500,,,,,,,9.8,250,1631,5.1,250,1639,2.3,1974,7.3,31,1433,55.4,10.2,1005.8,1018,651,1013.3,1617,1015.9,14,12.8,1200,3.48,28.29,,,,,,.9,0,20.5,4,17.3,16.8,16.2,16.1,16.1,14.9,14.7,12.5,13.7,5.6,8,,
108,2023-05-10,18.4,10.7,551,26,1546,,,,,,,5.8,250,1426,3.7,270,1439,1.8,1512,7.8,25,1647,53.3,10.6,1006.2,1017.9,816,1014.3,1622,1016.3,14,12.7,1200,3.23,25.58,,,,,,2.5,0,21.3,4,18.1,17.7,17,16.7,16.6,14.9,14.7,12.5,13.7,5.3,7.6,,
108,2023-05-11,19.5,12.8,545,26.7,1423,,,,,,,8.1,320,1417,4.6,270,1633,2.3,1946,8,26,1606,50.1,10.8,1007.2,1018.9,751,1015.3,1748,1017.2,14.1,12.9,1200,3.39,27.64,,,,,,2.9,0,23.7,6.9,19.1,18.6,17.8,17.3,17,15,14.7,12.6,13.7,5.8,8.3,,
108,2023-05-12,18.4,13.1,551,24.7,1426,,,,,,,6.4,270,1437,3.6,250,1443,1.8,1558,7,24,1417,50.9,10.1,1006.2,1018.1,738,1013.4,1800,1016.2,14.1,6.7,1300,2.59,19.9,,,,,,5,2.4,21.7,5.8,19,18.6,18,17.7,17.5,15.2,14.8,12.6,13.7,4.5,6.4,,
108,2023-05-13,17.8,12.6,608,23.9,1417,.17,0,,0,,0,9.2,290,1731,4.7,290,1740,2,1701,10,35,1344,62,12.3,1002.5,1016.4,1,1010,1857,1012.5,14.1,8.8,1200,3.54,23.86,,,,,,3.6,2.4,24.2,5.5,19.1,18.8,18.1,17.8,17.6,15.4,14.9,12.6,13.7,4.4,6.3,0,
108,2023-05-14,18.1,12.9,520,23.8,1400,,,,,,,8,180,1208,4.7,180,1210,2,1705,8.7,35,1310,56.5,11.3,999,1011,1,1007.2,1745,1009,14.2,9.6,1300,3.52,25.41,,,,,,1.6,1.6,24.3,5.7,19.5,19.1,18.4,18.1,17.9,15.6,15,12.7,13.7,4.9,7,,
108,2023-05-15,20.6,12.8,520,27.9,1546,,,,,,,7.6,200,1604,4.6,230,1801,2.4,2042,10.4,32,1307,54.6,12.6,997.9,1009.7,2357,1005.6,1650,1007.8,14.2,11.6,1200,3.44,26.49,,,,,,2,.6,25,6.4,20.3,19.7,18.9,18.5,18.2,15.8,15.1,12.7,13.7,5.9,8.4,,
108,2023-05-16,24,17.2,515,31.2,1436,,,,,,,9.2,180,1547,5,180,1635,2.5,2175,12.9,33,1453,51.9,14.9,999.9,1012.3,2331,1007.9,1630,1009.7,14.2,12.1,1200,3.43,27.62,,,,,,2.1,0,30.3,11.6,22,21.3,20.1,19.4,18.7,16,15.2,12.8,13.7,6.6,9.4,,
108,2023-05-17,23.5,18.6,442,28.7,1310,,,,,,,13.1,230,1455,7.2,230,1405,3.4,2952,15.5,34,1209,63.6,17.9,1002.5,1013.6,2153,1011.1,1545,1012.3,14.2,11.4,1300,3.43,27.59,,,,,,4.6,2.9,30.7,12,22.8,22.1,21.1,20.3,19.5,16.2,15.4,12.8,13.7,6.1,8.7,,
108,2023-05-18,21.2,18.8,2358,27.6,1326,.83,.7,1415,1.3,1405,1.3,11.9,200,1409,4.6,180,1414,2.1,1841,16.3,48,1331,74.8,18.6,1000.3,1012.6,3,1008.1,1755,1010.2,14.3,1.4,1200,3.44,13.7,,,,,,7.1,5.5,21.6,14,22.5,22.1,21.3,20.7,20.2,16.6,15.5,12.9,13.7,3.3,4.7,1.3,
108,2023-05-19,22.3,16.7,531,27.8,1409,,,,,,,8.5,90,1101,4.5,50,941,2.3,2024,14.1,41,1424,61.4,16.1,998.9,1010,2134,1006.9,1637,1008.7,14.3,9.4,1300,3.67,25.57,,,,,,2.4,2.3,27.2,12.5,22.3,21.8,20.9,20.4,20.1,16.9,15.7,12.9,13.7,4.9,7,,
108,2023-05-20,21.2,16.6,2313,26.7,1200,,,,,,,12.7,270,1609,6.7,230,1557,3,2571,14.4,51,1300,66.9,16.5,999.7,1011.2,741,1007.5,1752,1009.6,14.3,9.7,1300,3.11,25.72,,,,,,5,2.6,28.7,12.5,23,22.4,21.4,20.9,20.4,17.2,15.9,13,13.7,4.8,6.8,.2,
108,2023-05-21,17.8,15.3,603,21.9,1608,5.58,.2,,.2,,.2,9.5,200,1538,4.8,200,1210,3,2571,12.7,46,1419,74,14.7,999.1,1010,117,1008.3,1615,1009.1,14.3,5.8,1200,3.22,20.72,,,,,,9,7.4,24.5,14.3,22.2,21.9,21.2,20.9,20.7,17.4,16.1,13,13.7,3.8,5.4,,
