날짜,KTCI,등급,계절,KTCI-a,등급_a,계절_a,KTCI-a2,등급_a2,KTCI-a_roll3,KTCI-a_roll7,Cd,Ca,P,W,S,ET_d,ET_a,최고기온,평균기온,최저습도,평균습도,강수량,풍속,일조시간,전운량
2013-07-31,80.17,Excellent,summer,80.17,Excellent,summer,80.17,Excellent,79.95,82.23,4.0,4.5,4.15,3.5,2.95,27.1304,24.78624,29.0,26.4,75.4,75.4,8.5,3.3,5.9,8.3
2013-08-01,83.65,Excellent,summer,83.65,Excellent,summer,83.65,Excellent,81.21,81.62,3.5,4.5,5.0,4.0,3.0,29.20932,25.645599999999998,32.1,28.0,67.3,67.3,0.0,1.7,6.0,7.1
2013-08-02,75.53,Very Good,summer,75.53,Very Good,summer,75.53,Very Good,79.78,80.1,4.0,4.0,4.25,4.0,0.45,27.78688,26.03584,29.3,27.4,80.4,80.4,7.5,2.0,0.9,9.1
2013-08-03,79.31,Very Good,summer,79.31,Very Good,summer,79.31,Very Good,79.5,79.4,3.0,4.0,4.99,3.0,4.45,30.09592,26.80588,32.6,28.9,72.3,72.3,0.1,3.7,8.9,8.1
2013-08-04,77.69,Very Good,summer,77.69,Very Good,summer,77.69,Very Good,77.51,79.43,3.5,4.0,4.55,4.0,2.35,29.28928,26.572480000000002,31.3,28.3,76.4,76.4,4.5,2.4,4.7,8.0
2013-08-05,74.98,Very Good,summer,74.98,Very Good,summer,74.98,Very Good,77.33,78.74,3.5,4.0,4.3,3.5,2.25,28.403560000000002,26.20612,30.1,27.7,78.9,78.9,7.0,3.2,4.5,7.0
2013-08-06,54.54,Acceptable,summer,54.54,Acceptable,summer,54.54,Acceptable,69.07,75.12,4.0,4.5,0.5,4.0,1.4,26.24832,25.140479999999997,27.6,26.4,80.8,80.8,45.0,2.4,2.8,6.6
2013-08-07,77.71,Very Good,summer,77.71,Very Good,summer,77.71,Very Good,69.08,74.77,3.5,4.0,5.0,4.0,0.65,29.783920000000002,26.74024,32.1,28.7,73.8,73.8,0.0,2.3,1.3,7.5
2013-08-08,76.02,Very Good,summer,76.02,Very Good,summer,76.02,Very Good,69.42,73.68,3.0,4.0,5.0,3.0,2.5,30.3832,27.2542,32.8,29.3,73.5,73.5,0.0,3.7,5.0,7.4
2013-08-09,74.88,Very Good,summer,74.88,Very Good,summer,74.88,Very Good,76.2,73.59,3.5,4.0,5.0,3.0,0.05,29.12768,27.65632,30.8,29.2,79.9,79.9,0.0,4.1,0.1,9.9
2013-08-10,77.52,Very Good,summer,77.52,Very Good,summer,77.52,Very Good,76.14,73.33,3.5,4.0,4.8,4.0,1.3,28.03424,26.7328,29.4,28.0,82.4,82.4,2.0,2.4,2.6,7.1
2013-08-11,81.78,Excellent,summer,81.78,Excellent,summer,81.78,Excellent,78.06,73.92,3.0,4.0,5.0,4.0,4.8,30.583040000000004,26.59064,33.2,28.7,71.8,71.8,0.0,2.1,9.6,5.8
2013-08-12,84.29,Excellent,summer,84.29,Excellent,summer,84.29,Excellent,81.2,75.25,3.5,4.0,5.0,3.5,5.0,29.86992,26.96856,32.6,29.3,69.8,69.8,0.0,2.8,10.7,5.3
2013-08-13,84.29,Excellent,summer,84.29,Excellent,summer,84.29,Excellent,83.45,79.5,3.5,4.0,5.0,3.5,5.0,29.748959999999997,26.3856,32.9,29.0,65.6,65.6,0.0,2.9,11.5,4.8
2013-08-14,85.1,Excellent,summer,85.1,Excellent,summer,85.1,Excellent,84.56,80.55,3.5,4.0,5.0,4.0,4.95,29.104799999999997,26.15224,32.0,28.6,67.1,67.1,0.0,2.5,9.9,5.0
2013-08-15,82.48,Excellent,summer,82.48,Excellent,summer,82.48,Excellent,83.96,81.48,3.5,4.0,5.0,3.5,3.95,29.8464,26.568199999999997,32.4,28.7,71.5,71.5,0.0,3.1,7.9,6.6
2013-08-16,78.04,Very Good,summer,78.04,Very Good,summer,78.04,Very Good,81.87,81.93,3.5,4.0,4.55,3.0,3.6,29.25224,26.59064,31.7,28.7,71.8,71.8,4.5,3.7,7.2,7.5
2013-08-17,80.72,Excellent,summer,80.72,Excellent,summer,80.72,Excellent,80.41,82.39,3.5,4.0,5.0,3.0,3.45,28.97344,26.42608,31.6,28.7,69.6,69.6,0.0,4.8,6.9,7.5
2013-08-18,68.7,Good,summer,68.7,Good,summer,68.7,Good,75.82,80.52,3.5,4.0,3.7,3.0,1.4,29.160800000000002,26.30896,31.5,28.3,72.8,72.8,13.0,4.1,2.8,9.8
2013-08-19,82.01,Excellent,summer,82.01,Excellent,summer,82.01,Excellent,77.14,80.19,3.5,4.5,4.4,3.5,4.85,29.525879999999997,25.93592,32.3,28.2,68.9,68.9,6.0,2.6,9.7,4.9
2013-08-20,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,79.27,80.59,3.5,4.5,5.0,4.0,5.0,28.910399999999996,24.7552,32.3,27.4,62.0,62.0,0.0,1.7,10.6,3.0
2013-08-21,87.09,Excellent,summer,87.09,Excellent,summer,87.09,Excellent,85.4,80.88,3.5,4.5,5.0,4.0,5.0,29.58844,25.40848,33.9,28.8,54.9,54.9,0.0,2.4,11.6,3.8
2013-08-22,84.16,Excellent,summer,84.16,Excellent,summer,84.16,Excellent,86.11,81.12,3.5,4.0,5.0,4.0,4.4,28.60712,26.10392,32.3,29.3,58.6,58.6,0.0,2.3,8.8,6.8
2013-08-23,59.53,Acceptable,summer,59.53,Acceptable,summer,59.53,Acceptable,76.93,78.47,4.0,4.5,1.5,4.0,0.5,27.12172,24.37492,28.7,25.7,78.9,78.9,35.0,2.4,1.0,8.3
2013-08-24,88.99,Excellent,summer,88.99,Excellent,summer,88.99,Excellent,77.56,79.65,3.5,5.0,5.0,4.0,5.0,28.0944,23.970560000000003,31.5,26.6,60.4,60.4,0.0,1.8,10.9,2.4
2013-08-25,92.96,Ideal,summer,92.96,Ideal,summer,92.96,Ideal,80.49,83.12,4.0,5.0,5.0,4.5,5.0,27.88332,23.837320000000002,32.1,27.1,52.3,52.3,0.0,1.6,12.0,4.1
2013-08-26,92.06,Ideal,summer,92.06,Ideal,summer,92.06,Ideal,91.34,84.55,4.0,5.0,5.0,4.0,5.0,27.478720000000003,23.7564,31.6,27.0,52.3,52.3,0.0,2.4,12.1,1.6
2013-08-27,91.16,Ideal,summer,91.16,Ideal,summer,91.16,Ideal,92.06,85.14,4.0,5.0,5.0,3.5,5.0,26.33552,23.20384,29.3,25.6,61.6,61.6,0.0,2.6,11.5,2.4
2013-08-28,90.9,Ideal,summer,90.9,Ideal,summer,90.9,Ideal,91.37,85.68,4.0,5.0,5.0,3.5,4.85,27.42208,23.736639999999998,30.8,26.4,59.4,59.4,0.0,2.7,9.7,5.4
2013-08-29,69.29,Good,summer,69.29,Good,summer,69.29,Good,83.78,83.56,4.5,4.5,2.85,3.0,0.2999999999999998,25.30388,24.2042,26.7,25.5,79.1,79.1,21.5,4.2,0.0,9.4
2013-08-30,91.16,Ideal,summer,91.16,Ideal,summer,91.16,Ideal,83.78,88.07,4.0,5.0,5.0,3.5,5.0,26.07472,23.263840000000002,28.3,25.1,69.6,69.6,0.0,3.3,10.7,5.1
2013-08-31,90.05,Ideal,summer,90.05,Ideal,summer,90.05,Ideal,83.5,88.23,4.5,5.0,4.75,4.0,3.0,25.451279999999997,22.084799999999998,27.9,24.0,65.8,65.8,2.5,2.1,6.0,5.6
2013-09-01,93.37,Ideal,autumn,93.23,Ideal,summer,93.23,Ideal,91.48,88.26,4.5,4.5,5.0,4.0,5.0,24.89488,21.0484,28.2,23.5,54.6,54.6,0.0,2.0,10.0,3.0
2013-09-02,93.56,Ideal,autumn,94.4,Ideal,summer,94.4,Ideal,92.56,88.6,5.0,4.0,5.0,4.0,5.0,23.51324,19.915039999999998,26.9,22.4,49.9,49.9,0.0,2.1,10.8,2.9
2013-09-03,93.56,Ideal,autumn,94.4,Ideal,summer,94.4,Ideal,94.01,89.06,5.0,4.0,5.0,4.0,5.0,23.0032,19.055799999999998,26.8,21.7,43.5,43.5,0.0,2.0,12.1,1.5
2013-09-04,93.56,Ideal,autumn,94.4,Ideal,summer,94.4,Ideal,94.4,89.56,5.0,4.0,5.0,4.0,5.0,23.755000000000003,19.432,27.5,22.0,46.5,46.5,0.0,2.2,12.1,1.6
2013-09-05,81.53,Excellent,autumn,82.86,Excellent,summer,82.86,Excellent,90.55,91.5,4.5,4.0,5.0,3.5,0.6,21.44356,19.08992,24.1,21.2,52.9,52.9,0.0,2.7,1.2,8.3
2013-09-06,81.88,Excellent,autumn,83.16,Excellent,summer,83.16,Excellent,86.81,90.36,4.5,4.0,5.0,4.0,0.25,20.983040000000003,19.05472,23.1,20.8,59.6,59.6,0.0,2.3,0.0,9.5
2013-09-07,92.29,Ideal,autumn,92.28,Ideal,summer,92.28,Ideal,86.1,90.68,4.5,4.5,5.0,4.0,4.45,24.31768,20.08168,26.9,21.9,61.8,61.8,0.0,2.1,8.9,5.8
2013-09-08,93.37,Ideal,autumn,93.23,Ideal,summer,93.23,Ideal,89.56,90.68,4.5,4.5,5.0,4.0,5.0,25.279439999999997,21.01144,27.9,22.9,63.4,63.4,0.0,1.7,10.6,4.1
2013-09-09,86.22,Excellent,autumn,86.95,Excellent,summer,86.95,Excellent,90.82,89.61,4.5,4.5,5.0,4.0,1.35,24.322,21.284,26.5,23.0,67.0,67.0,0.0,1.8,2.7,7.4
2013-09-10,78.25,Very Good,autumn,80.35,Excellent,summer,80.35,Excellent,86.84,87.6,5.0,4.5,3.85,4.0,0.1,23.75904,20.8624,25.2,22.0,76.3,76.3,11.5,1.7,0.2,9.3
2013-09-11,56.55,Acceptable,autumn,59.03,Acceptable,summer,59.03,Acceptable,75.44,82.55,4.5,4.0,1.35,4.0,0.09999999999999964,20.49016,19.72024,20.9,20.1,90.6,90.6,36.5,2.3,0.0,9.8
2013-09-12,84.76,Excellent,autumn,85.63,Excellent,summer,85.63,Excellent,75.0,82.95,4.5,4.5,4.95,4.5,0.25,25.022080000000003,21.9808,26.3,23.0,80.4,80.4,0.5,1.6,0.5,10.0
2013-09-13,51.65,Acceptable,autumn,54.0,Acceptable,summer,53.92,Acceptable,66.22,78.78,4.5,5.0,0.0,4.0,0.1,24.439999999999998,22.255,25.2,22.9,87.5,87.5,50.0,2.4,0.2,9.3
2013-09-14,80.21,Excellent,autumn,81.07,Excellent,summer,81.01,Excellent,73.57,77.18,4.5,5.0,3.85,4.0,1.2,24.14332,22.109640000000002,25.3,23.1,81.1,81.1,11.5,1.9,2.4,9.1
2013-09-15,92.39,Ideal,autumn,92.37,Ideal,summer,92.37,Ideal,75.81,77.06,4.5,4.5,5.0,4.0,4.5,25.2516,21.2292,28.2,23.4,59.5,59.5,0.0,2.0,9.0,3.0
2013-09-16,93.56,Ideal,autumn,94.4,Ideal,summer,94.28,Ideal,89.28,78.12,5.0,4.0,5.0,4.0,5.0,23.5524,18.68948,27.0,20.9,49.3,49.3,0.0,2.1,11.8,0.3
2013-09-17,91.84,Ideal,autumn,91.89,Ideal,summer,91.88,Ideal,92.89,79.77,4.5,4.0,5.0,4.5,4.8,25.31648,19.99936,29.3,22.6,48.4,48.4,0.0,1.5,9.6,0.6
2013-09-18,92.04,Ideal,autumn,91.06,Ideal,summer,91.27,Ideal,92.45,84.35,4.0,4.5,5.0,4.5,5.0,27.2176,21.7504,31.1,24.4,54.0,54.0,0.0,1.6,10.9,1.0
2013-09-19,92.14,Ideal,autumn,91.16,Ideal,summer,91.4,Ideal,91.37,85.14,4.0,5.0,5.0,3.5,5.0,26.6448,22.1128,30.2,24.7,56.0,56.0,0.0,2.7,10.7,0.1
2013-09-20,91.02,Ideal,autumn,91.17,Ideal,summer,91.12,Ideal,91.13,90.45,4.5,4.5,5.0,4.0,3.8,25.948,21.8724,28.0,23.4,71.5,71.5,0.0,1.9,7.6,5.4
2013-09-21,89.45,Excellent,autumn,89.79,Excellent,summer,89.68,Excellent,90.71,91.69,4.5,4.5,5.0,4.0,3.0,25.44328,21.97288,27.8,23.8,66.9,66.9,0.0,1.7,6.0,7.4
2013-09-22,87.86,Excellent,autumn,88.42,Excellent,summer,88.22,Excellent,89.79,91.13,4.5,4.5,5.0,3.0,3.25,24.09712,20.73676,27.2,23.1,54.9,54.9,0.0,4.2,6.5,6.8
2013-09-23,93.37,Ideal,autumn,93.23,Ideal,summer,93.28,Ideal,90.48,90.96,4.5,4.5,5.0,4.0,5.0,25.6256,21.34912,29.0,23.8,55.6,55.6,0.0,2.5,10.0,6.3
2013-09-24,82.01,Excellent,autumn,84.03,Excellent,summer,83.16,Excellent,88.56,89.84,5.0,4.5,4.55,3.5,0.09999999999999964,22.88808,21.1264,23.9,22.0,81.8,81.8,4.5,2.9,0.0,9.8
2013-09-25,87.48,Excellent,autumn,88.1,Excellent,summer,87.81,Excellent,88.45,89.41,4.5,3.5,5.0,3.5,4.75,21.774639999999998,17.8774,24.2,19.5,57.3,57.3,0.0,3.4,9.5,4.9
2013-09-26,85.6,Excellent,autumn,85.6,Excellent,autumn,85.53,Excellent,85.91,88.62,4.0,3.5,5.0,3.5,5.0,19.345,15.45748,22.5,17.3,36.9,36.9,0.0,2.6,11.3,0.1
2013-09-27,89.01,Excellent,autumn,89.01,Excellent,autumn,89.2,Excellent,87.57,88.31,4.5,3.5,5.0,4.0,5.0,21.2504,16.34844,24.0,17.9,50.9,50.9,0.0,1.8,10.8,3.8
2013-09-28,74.59,Very Good,autumn,74.59,Very Good,autumn,75.01,Very Good,83.07,86.14,4.0,3.5,4.6,4.0,0.25,18.73576,16.52976,19.9,17.4,70.6,70.6,4.0,2.2,0.0,9.5
2013-09-29,63.16,Good,autumn,63.16,Good,autumn,63.79,Good,75.59,82.53,4.0,3.5,3.1,3.5,0.20000000000000018,19.16068,16.79968,19.7,17.2,86.1,86.1,19.0,2.7,0.0,9.6
2013-09-30,88.56,Excellent,autumn,88.56,Excellent,autumn,89.06,Excellent,75.44,81.86,5.0,4.0,4.9,4.0,2.8,23.7516,19.49304,25.5,20.7,71.8,71.8,1.0,2.5,5.6,5.9
2013-10-01,89.55,Excellent,autumn,89.55,Excellent,autumn,89.65,Excellent,80.42,82.65,4.5,4.5,5.0,4.0,3.05,24.91584,20.05952,27.2,21.6,66.8,66.8,0.0,2.3,6.1,5.6
2013-10-02,85.13,Excellent,autumn,85.13,Excellent,autumn,85.39,Excellent,87.75,82.23,4.5,3.5,5.0,3.5,3.55,20.680320000000002,17.843359999999997,22.8,19.4,58.6,58.6,0.0,3.2,7.1,3.9
2013-10-03,86.64,Excellent,autumn,86.64,Excellent,autumn,86.57,Excellent,87.11,82.38,4.0,3.5,5.0,4.0,5.0,18.99932,15.01732,21.3,16.3,49.1,49.1,0.0,2.4,11.2,0.4
2013-10-04,91.38,Ideal,autumn,91.38,Ideal,autumn,91.62,Ideal,87.72,82.72,5.0,3.5,5.0,4.0,5.0,22.357840000000003,16.05616,25.1,17.4,54.6,54.6,0.0,1.7,11.0,0.0
2013-10-05,89.01,Excellent,autumn,89.01,Excellent,autumn,89.08,Excellent,89.01,84.78,4.5,3.5,5.0,4.0,5.0,24.3352,17.92,28.1,20.0,48.0,48.0,0.0,1.9,10.9,2.0
2013-10-06,88.15,Excellent,autumn,88.15,Excellent,autumn,88.37,Excellent,89.51,88.35,5.0,4.0,5.0,3.0,3.3,22.779799999999998,18.7912,25.7,20.8,53.5,53.5,0.0,4.0,6.6,6.6
2013-10-07,84.94,Excellent,autumn,84.94,Excellent,autumn,85.04,Excellent,87.37,87.83,4.5,4.5,5.0,4.0,0.7,24.594839999999998,21.05408,26.9,22.8,65.9,65.9,0.0,2.5,1.4,9.4
2013-10-08,79.33,Very Good,autumn,79.33,Very Good,autumn,79.43,Very Good,84.14,86.37,4.5,4.0,4.7,4.0,0.0,21.01648,19.336,21.8,20.0,83.4,83.4,3.0,2.3,0.0,10.0
2013-10-09,91.19,Ideal,autumn,91.19,Ideal,autumn,91.2,Ideal,85.15,87.23,4.5,4.0,5.0,4.0,5.0,24.03184,18.9838,26.4,20.5,63.9,63.9,0.0,1.9,10.6,2.5
2013-10-10,88.25,Excellent,autumn,88.25,Excellent,autumn,88.25,Excellent,86.26,87.46,4.5,4.0,5.0,4.0,3.5,24.4976,19.8124,26.4,21.1,71.0,71.0,0.0,2.2,7.0,3.9
2013-10-11,79.9,Very Good,autumn,79.9,Very Good,autumn,79.9,Very Good,86.45,85.82,4.0,3.5,4.35,3.0,4.9,18.881,16.723000000000003,20.7,18.1,57.5,57.5,6.5,5.0,9.8,4.3
2013-10-12,85.6,Excellent,autumn,85.6,Excellent,autumn,85.6,Excellent,84.58,85.34,4.0,3.5,5.0,3.5,5.0,19.3748,15.217279999999999,21.5,16.4,53.8,53.8,0.0,2.7,10.8,0.1
2013-10-13,89.66,Excellent,autumn,89.66,Excellent,autumn,89.66,Excellent,85.05,85.55,4.5,3.5,5.0,4.5,4.8,21.3632,16.1904,23.4,17.3,62.0,62.0,0.0,1.5,9.6,0.0
2013-10-14,91.38,Ideal,autumn,91.38,Ideal,autumn,91.38,Ideal,88.88,86.47,5.0,3.5,5.0,4.0,5.0,22.303359999999998,17.09152,24.4,18.3,63.6,63.6,0.0,2.4,10.1,0.5
2013-10-15,72.28,Very Good,autumn,72.28,Very Good,autumn,72.28,Very Good,84.44,85.47,3.5,3.0,4.65,3.5,1.75,16.790239999999997,11.8352,17.4,12.0,79.4,79.4,3.5,2.9,0.0,6.5
2013-10-16,82.09,Excellent,autumn,82.09,Excellent,autumn,82.09,Excellent,81.92,84.17,3.5,3.0,5.0,4.0,5.0,15.524320000000001,10.974879999999999,16.8,11.2,53.1,53.1,0.0,1.8,10.5,0.1
2013-10-17,82.09,Excellent,autumn,82.09,Excellent,autumn,82.09,Excellent,78.82,83.29,3.5,3.0,5.0,4.0,5.0,17.3158,11.9728,18.9,12.4,55.5,55.5,0.0,1.8,10.3,2.0
2013-10-18,84.46,Excellent,autumn,84.46,Excellent,autumn,84.46,Excellent,82.88,83.94,4.0,3.0,5.0,4.0,5.0,18.35584,12.949119999999999,20.2,13.6,54.8,54.8,0.0,1.8,10.0,1.0
2013-10-19,79.96,Very Good,autumn,79.96,Very Good,autumn,79.96,Very Good,82.17,83.13,3.5,3.5,5.0,4.0,2.8,17.9458,13.847439999999999,19.5,14.6,59.1,59.1,0.0,2.2,5.6,5.4
2013-10-20,87.54,Excellent,autumn,87.54,Excellent,autumn,87.54,Excellent,83.99,82.83,4.5,3.5,5.0,4.0,4.25,20.84116,15.63068,22.9,16.7,60.1,60.1,0.0,2.3,8.5,4.9
2013-10-21,84.72,Excellent,autumn,84.72,Excellent,autumn,84.72,Excellent,84.07,81.88,4.0,3.5,5.0,3.5,4.55,19.774639999999998,14.96744,22.2,16.2,50.3,50.3,0.0,2.8,9.1,2.6
2013-10-22,84.36,Excellent,autumn,84.36,Excellent,autumn,84.36,Excellent,85.54,83.6,4.0,3.5,5.0,3.0,4.9,19.17748,14.62796,21.7,15.9,46.1,46.1,0.0,3.8,9.8,0.5
2013-10-23,85.11,Excellent,autumn,85.11,Excellent,autumn,85.11,Excellent,84.73,84.03,4.0,3.5,5.0,3.5,4.75,19.63644,14.937679999999999,22.1,16.2,49.1,49.1,0.0,2.9,9.5,1.3
2013-10-24,80.27,Excellent,autumn,80.27,Excellent,autumn,80.27,Excellent,83.25,83.77,3.5,3.0,5.0,3.5,4.6,16.8272,12.48992,18.5,13.1,50.8,50.8,0.0,3.2,9.2,1.6
2013-10-25,79.91,Very Good,autumn,79.91,Very Good,autumn,79.91,Very Good,81.76,83.12,3.5,3.0,5.0,3.0,4.95,13.4542,9.46268,14.5,9.3,41.9,41.9,0.0,3.8,9.9,0.0
2013-10-26,81.89,Excellent,autumn,81.89,Excellent,autumn,81.89,Excellent,80.69,83.4,3.5,3.0,5.0,4.0,4.9,14.571399999999999,10.0,15.7,10.0,50.5,50.5,0.0,1.9,9.8,0.0
2013-10-27,81.7,Excellent,autumn,81.7,Excellent,autumn,81.7,Excellent,81.17,82.57,3.5,3.0,5.0,4.0,4.8,16.6016,11.15528,18.0,11.4,56.3,56.3,0.0,2.0,9.6,0.1
2013-10-28,78.92,Very Good,autumn,78.92,Very Good,autumn,78.92,Very Good,80.84,81.74,3.5,3.0,5.0,4.5,2.85,15.7754,11.379199999999999,16.7,11.6,65.5,65.5,0.0,1.4,5.7,3.0
2013-10-29,72.87,Very Good,autumn,72.87,Very Good,autumn,72.87,Very Good,77.83,80.1,3.5,3.0,4.95,3.5,1.0,15.7538,12.390039999999999,16.5,12.7,71.3,71.3,0.5,2.6,2.0,6.5
2013-10-30,80.72,Excellent,autumn,80.72,Excellent,autumn,80.72,Excellent,77.5,79.47,3.5,3.0,5.0,4.0,4.3,15.180719999999999,10.4178,16.2,10.5,58.9,58.9,0.0,2.0,8.6,1.5
2013-10-31,81.7,Excellent,autumn,81.7,Excellent,autumn,81.7,Excellent,78.43,79.67,3.5,3.0,5.0,4.0,4.8,17.21248,11.39332,18.8,11.7,54.9,54.9,0.0,1.7,9.6,2.3
2013-11-01,85.82,Excellent,autumn,85.82,Excellent,autumn,85.8,Excellent,82.75,80.52,4.0,3.5,5.0,4.5,4.05,18.59424,13.855360000000001,20.7,14.8,50.8,50.8,0.0,1.5,8.1,5.4
2013-11-02,70.83,Very Good,autumn,70.83,Very Good,autumn,70.89,Very Good,79.45,78.94,3.5,3.0,4.25,4.5,1.35,14.50408,11.47072,14.9,11.6,79.8,79.8,7.5,1.6,0.0,7.3
2013-11-03,76.7,Very Good,autumn,76.7,Very Good,autumn,76.65,Very Good,77.78,78.22,3.5,3.0,5.0,4.0,2.25,16.17204,11.75028,16.7,11.9,80.3,80.3,0.0,1.7,4.5,5.9
2013-11-04,79.84,Very Good,autumn,79.84,Very Good,autumn,79.69,Very Good,75.79,78.35,3.5,3.0,5.0,4.0,3.85,16.69712,12.29112,17.6,12.6,70.3,70.3,0.0,1.8,7.7,1.4
2013-11-05,81.31,Excellent,autumn,81.31,Excellent,autumn,81.08,Excellent,79.28,79.56,3.5,3.0,5.0,4.0,4.6,17.2862,11.97156,18.5,12.3,64.3,64.3,0.0,1.8,9.2,1.1
2013-11-06,72.49,Very Good,autumn,72.49,Very Good,autumn,72.54,Very Good,77.88,78.38,3.5,3.0,4.9,4.0,0.4500000000000002,15.369,12.001999999999999,15.9,12.2,77.5,77.5,1.0,2.3,0.0,9.1
2013-11-07,79.35,Very Good,autumn,79.35,Very Good,autumn,78.83,Very Good,77.72,78.05,3.5,3.0,4.99,3.0,4.7,14.70728,11.78552,15.8,12.2,52.9,52.9,0.1,4.0,9.4,1.8
2013-11-08,81.56,Excellent,autumn,81.56,Excellent,autumn,81.37,Excellent,77.8,77.44,3.5,3.0,5.0,4.5,4.2,13.4812,9.2264,14.5,9.0,43.4,43.4,0.0,1.6,8.4,3.4
2013-11-09,68.91,Good,autumn,68.91,Good,autumn,69.12,Good,76.61,77.17,3.5,3.0,4.45,4.0,0.2,14.6662,11.35744,15.5,11.6,62.1,62.1,5.5,2.4,0.4,9.6
2013-11-10,74.77,Very Good,autumn,74.77,Very Good,autumn,73.98,Very Good,75.08,76.89,3.0,2.5,5.0,3.0,4.65,10.31248,6.4846,10.4,5.5,45.3,45.3,0.0,4.3,9.3,1.8
2013-11-11,76.21,Very Good,autumn,76.21,Very Good,autumn,75.48,Very Good,73.3,76.37,3.0,2.5,5.0,3.5,4.85,8.171,4.5861600000000005,7.5,2.6,32.9,32.9,0.0,2.8,9.7,0.0
2013-11-12,76.21,Very Good,autumn,76.21,Very Good,autumn,75.41,Very Good,75.73,75.64,3.0,2.5,5.0,3.5,4.85,8.8834,5.0869599999999995,8.5,3.4,36.1,36.1,0.0,2.7,9.7,0.3
2013-11-13,76.46,Very Good,autumn,76.46,Very Good,autumn,75.86,Very Good,76.29,76.21,3.0,2.5,5.0,4.0,4.45,11.0836,5.9752,11.4,4.8,43.5,43.5,0.0,1.7,8.9,1.9
2013-11-14,67.94,Good,autumn,68.07,Good,winter,68.0,Good,73.58,74.6,3.0,2.5,4.9,4.0,0.45,9.91796,7.29268,9.9,6.7,55.1,55.1,1.0,1.9,0.9,8.9
2013-11-15,71.98,Very Good,autumn,71.95,Very Good,winter,71.96,Very Good,72.16,73.23,3.0,3.0,4.8,4.0,1.75,12.19168,8.35624,12.4,8.2,78.3,78.3,2.0,1.8,3.5,5.3
2013-11-16,70.82,Very Good,autumn,69.8,Good,winter,70.23,Very Good,69.94,73.35,3.0,2.5,4.8,3.5,2.8,11.776,7.336,12.0,7.0,72.0,72.0,2.0,2.6,5.6,5.0
2013-11-17,70.66,Very Good,autumn,69.11,Good,winter,69.72,Good,70.29,72.54,3.0,2.5,4.9,3.0,2.9,8.00224,6.00448,7.6,5.2,58.1,58.1,1.0,4.2,5.8,4.0
2013-11-18,69.34,Good,autumn,67.17,Good,winter,67.95,Good,68.69,71.25,2.5,2.0,5.0,3.0,4.2,5.27648,2.7518400000000005,4.2,1.1,53.6,53.6,0.0,5.2,8.4,3.3
2013-11-19,68.26,Good,autumn,66.28,Good,winter,66.92,Good,67.52,69.83,2.5,2.0,5.0,3.0,3.65,4.94328,2.7411600000000003,3.8,1.1,53.9,53.9,0.0,4.4,7.3,4.9
2013-11-20,71.26,Very Good,autumn,69.36,Good,winter,69.91,Good,67.6,68.82,2.5,2.0,5.0,3.5,4.65,6.9036800000000005,3.5808000000000004,5.9,1.5,38.8,38.8,0.0,3.2,9.3,0.0
2013-11-21,74.48,Very Good,autumn,73.21,Very Good,winter,73.53,Very Good,69.62,69.55,2.5,2.5,5.0,4.0,4.65,7.8529599999999995,4.11552,7.3,2.6,48.8,48.8,0.0,2.4,9.3,0.6
2013-11-22,75.19,Very Good,autumn,74.11,Very Good,winter,74.34,Very Good,72.23,69.86,3.0,2.5,5.0,4.0,3.8,10.4158,5.50936,10.5,4.6,57.9,57.9,0.0,1.9,7.6,0.0
2013-11-23,75.78,Very Good,autumn,74.59,Very Good,winter,74.8,Very Good,73.97,70.55,3.0,2.5,5.0,4.0,4.1,12.146,7.5106399999999995,12.5,7.1,64.6,64.6,0.0,1.7,8.2,1.8
2013-11-24,58.21,Acceptable,autumn,58.22,Acceptable,winter,58.22,Acceptable,68.97,68.99,3.0,2.5,3.6,3.0,1.1,10.538319999999999,7.57756,10.6,7.3,74.3,74.3,14.0,3.5,2.2,7.4
2013-11-25,58.79,Acceptable,autumn,58.3,Acceptable,winter,58.36,Acceptable,63.7,67.72,3.0,2.5,4.05,2.5,0.35,10.171679999999999,5.450480000000001,10.2,4.7,64.6,64.6,9.5,6.1,0.7,6.8
2013-11-26,67.06,Good,autumn,66.42,Good,winter,66.46,Good,60.98,67.74,2.5,2.0,4.85,4.0,2.5,6.45688,3.33556,5.8,2.1,60.9,60.9,1.5,2.5,5.0,5.4
2013-11-27,63.24,Good,autumn,62.65,Good,winter,62.67,Good,62.46,66.79,2.5,2.0,4.83,3.5,1.15,5.403840000000001,1.3280000000000003,4.7,0.0,66.8,66.8,1.7,3.4,2.3,7.0
2013-11-28,66.32,Good,autumn,64.38,Good,winter,64.38,Good,64.48,65.52,2.0,1.5,5.0,3.5,4.45,1.3279600000000005,-0.9792799999999997,-0.9,-3.8,48.9,48.9,0.0,2.9,8.9,2.1
2013-11-29,72.21,Very Good,autumn,70.74,Very Good,winter,70.74,Very Good,65.92,65.04,2.5,2.0,5.0,4.0,4.6,5.77968,1.3158800000000002,4.8,-0.7,52.9,52.9,0.0,1.8,9.2,0.5
2013-11-30,76.07,Very Good,autumn,74.83,Very Good,winter,74.83,Very Good,69.98,65.08,3.0,2.5,5.0,4.0,4.25,10.49656,6.1102799999999995,10.6,5.3,56.9,56.9,0.0,2.4,8.5,5.4
